status_id,order_id,status_name,status_at
ST00047,SO0006,ready_for_pickup,2026-01-13T09:45
ST00048,SO0006,delivered,2026-01-13T17:45
ST00049,SO0007,created,2026-01-13T15:15
ST00050,SO0007,diagnosis_started,2026-01-14T01:15
ST00051,SO0007,quote_sent,2026-01-14T14:15
ST00052,SO0007,approved,2026-01-15T05:15
ST00053,SO0007,in_repair,2026-01-15T13:15
ST00054,SO0008,created,2026-01-15T08:45
ST00055,SO0008,diagnosis_started,2026-01-15T19:45
ST00056,SO0008,quote_sent,2026-01-16T09:45
ST00057,SO0008,approved,2026-01-17T01:45
ST00058,SO0008,in_repair,2026-01-17T10:45
ST00059,SO0008,quality_check,2026-01-17T17:45
ST00060,SO0008,ready_for_pickup,2026-01-17T21:45
ST00061,SO0008,delivered,2026-01-18T03:45
ST00062,SO0009,created,2026-01-17T09:15
ST00063,SO0009,diagnosis_started,2026-01-17T12:15
ST00064,SO0009,quote_sent,2026-01-18T03:15
ST00065,SO0009,approved,2026-01-18T20:15
ST00066,SO0009,in_repair,2026-01-19T06:15
ST00067,SO0009,quality_check,2026-01-20T07:15
ST00068,SO0009,ready_for_pickup,2026-01-20T11:15
ST00069,SO0010,created,2026-01-19T10:45
ST00070,SO0010,diagnosis_started,2026-01-19T15:45
ST00071,SO0010,quote_sent,2026-01-19T21:45
ST00072,SO0010,approved,2026-01-20T15:45
ST00073,SO0010,in_repair,2026-01-20T21:45
ST00074,SO0010,quality_check,2026-01-21T07:45
ST00075,SO0010,ready_for_pickup,2026-01-21T11:45
ST00076,SO0010,delivered,2026-01-21T19:45
ST00077,SO0011,created,2026-01-21T11:15
ST00078,SO0011,diagnosis_started,2026-01-21T16:15
ST00079,SO0011,quote_sent,2026-01-21T23:15
ST00080,SO0011,approved,2026-01-22T18:15
ST00081,SO0011,awaiting_part,2026-01-23T07:15
ST00082,SO0012,created,2026-01-17T12:45
ST00083,SO0012,diagnosis_started,2026-01-17T13:45
ST00084,SO0012,quote_sent,2026-01-17T21:45
ST00085,SO0012,approved,2026-01-18T17:45
ST00086,SO0012,in_repair,2026-01-19T01:45
ST00087,SO0012,quality_check,2026-01-19T13:45
ST00088,SO0012,ready_for_pickup,2026-01-19T17:45
ST00089,SO0012,delivered,2026-01-19T23:45
ST00090,SO0013,created,2026-01-19T13:15
ST00091,SO0013,diagnosis_started,2026-01-19T20:15
ST00092,SO0013,quote_sent,2026-01-20T05:15
ST00093,SO0013,cancelled,2026-01-21T02:15
ST00094,SO0014,created,2026-01-21T14:45
ST00095,SO0014,diagnosis_started,2026-01-21T22:45
ST00096,SO0014,quote_sent,2026-01-22T08:45
ST00097,SO0014,approved,2026-01-23T06:45
ST00098,SO0014,in_repair,2026-01-23T16:45
ST00099,SO0015,created,2026-01-23T15:15
ST00100,SO0015,diagnosis_started,2026-01-24T00:15
ST00101,SO0015,quote_sent,2026-01-24T11:15
ST00102,SO0015,quote_rejected,2026-01-25T14:15
ST00103,SO0016,created,2026-01-25T08:45
ST00104,SO0016,diagnosis_started,2026-01-25T13:45
ST00105,SO0016,quote_sent,2026-01-26T01:45
ST00106,SO0016,approved,2026-01-27T01:45
ST00107,SO0016,in_repair,2026-01-27T08:45
ST00108,SO0016,quality_check,2026-01-28T01:45
ST00109,SO0016,ready_for_pickup,2026-01-28T05:45
ST00110,SO0016,delivered,2026-01-28T11:45
ST00111,SO0017,created,2026-01-27T09:15
ST00112,SO0017,diagnosis_started,2026-01-27T20:15
ST00113,SO0017,quote_sent,2026-01-28T09:15
ST00114,SO0017,approved,2026-01-29T10:15
ST00115,SO0017,in_repair,2026-01-29T18:15
ST00116,SO0017,quality_check,2026-01-30T10:15
ST00117,SO0017,ready_for_pickup,2026-01-30T14:15
ST00118,SO0017,delivered,2026-01-30T21:15
ST00119,SO0018,created,2026-01-23T10:45
ST00120,SO0018,diagnosis_started,2026-01-23T11:45
ST00121,SO0018,quote_sent,2026-01-24T01:45
ST00122,SO0018,approved,2026-01-25T03:45
ST00123,SO0018,in_repair,2026-01-25T12:45
ST00124,SO0018,quality_check,2026-01-26T04:45
ST00125,SO0018,ready_for_pickup,2026-01-26T08:45
ST00126,SO0019,created,2026-01-25T11:15
ST00127,SO0019,diagnosis_started,2026-01-25T15:15
ST00128,SO0019,quote_sent,2026-01-26T06:15
ST00129,SO0019,approved,2026-01-27T09:15
ST00130,SO0019,in_repair,2026-01-27T19:15
ST00131,SO0019,quality_check,2026-01-28T09:15
ST00132,SO0019,ready_for_pickup,2026-01-28T13:15
ST00133,SO0019,delivered,2026-01-28T22:15
ST00134,SO0020,created,2026-01-27T12:45
ST00135,SO0020,diagnosis_started,2026-01-28T00:45
ST00136,SO0020,quote_sent,2026-01-28T06:45
ST00137,SO0020,approved,2026-01-28T14:45
ST00138,SO0020,in_repair,2026-01-28T20:45
ST00139,SO0020,quality_check,2026-01-29T18:45
ST00140,SO0020,ready_for_pickup,2026-01-29T22:45
ST00141,SO0020,delivered,2026-01-30T04:45
ST00142,SO0021,created,2026-01-29T13:15
ST00143,SO0021,diagnosis_started,2026-01-29T19:15
ST00144,SO0021,quote_sent,2026-01-30T02:15
ST00145,SO0021,approved,2026-01-30T11:15
ST00146,SO0021,in_repair,2026-01-30T18:15
ST00147,SO0022,created,2026-01-31T14:45
ST00148,SO0022,diagnosis_started,2026-01-31T21:45
ST00149,SO0022,quote_sent,2026-02-01T05:45
ST00150,SO0022,approved,2026-02-01T15:45
ST00151,SO0022,awaiting_part,2026-02-02T03:45
ST00152,SO0023,created,2026-02-02T15:15
ST00153,SO0023,diagnosis_started,2026-02-02T23:15
ST00154,SO0023,quote_sent,2026-02-03T08:15
ST00155,SO0023,approved,2026-02-03T19:15
ST00156,SO0023,in_repair,2026-02-04T04:15
ST00157,SO0023,quality_check,2026-02-04T23:15
ST00158,SO0023,ready_for_pickup,2026-02-05T03:15
ST00159,SO0023,delivered,2026-02-05T12:15
ST00160,SO0024,created,2026-01-29T08:45
ST00161,SO0024,diagnosis_started,2026-01-29T09:45
ST00162,SO0024,quote_sent,2026-01-29T19:45
ST00163,SO0024,approved,2026-01-30T07:45
ST00164,SO0024,in_repair,2026-01-30T17:45
ST00165,SO0024,quality_check,2026-01-31T15:45
ST00166,SO0024,ready_for_pickup,2026-01-31T19:45
ST00167,SO0024,delivered,2026-02-01T01:45
ST00168,SO0025,created,2026-01-31T09:15
ST00169,SO0025,diagnosis_started,2026-01-31T18:15
ST00170,SO0025,quote_sent,2026-02-01T05:15
ST00171,SO0025,approved,2026-02-01T18:15
ST00172,SO0025,in_repair,2026-02-02T00:15
ST00173,SO0025,quality_check,2026-02-03T02:15
ST00174,SO0025,ready_for_pickup,2026-02-03T06:15
ST00175,SO0025,delivered,2026-02-03T13:15
ST00176,SO0026,created,2026-02-02T10:45
ST00177,SO0026,diagnosis_started,2026-02-02T13:45
ST00178,SO0026,quote_sent,2026-02-03T01:45
ST00179,SO0026,cancelled,2026-02-04T01:45
ST00180,SO0027,created,2026-02-04T11:15
ST00181,SO0027,diagnosis_started,2026-02-04T14:15
ST00182,SO0027,quote_sent,2026-02-05T03:15
ST00183,SO0027,approved,2026-02-05T18:15
ST00184,SO0027,in_repair,2026-02-06T02:15
ST00185,SO0027,quality_check,2026-02-07T03:15
ST00186,SO0027,ready_for_pickup,2026-02-07T07:15
ST00187,SO0028,created,2026-02-06T12:45
ST00188,SO0028,diagnosis_started,2026-02-06T16:45
ST00189,SO0028,quote_sent,2026-02-07T06:45
ST00190,SO0028,approved,2026-02-07T22:45
ST00191,SO0028,in_repair,2026-02-08T07:45
ST00192,SO0029,created,2026-02-08T13:15
ST00193,SO0029,diagnosis_started,2026-02-08T18:15
ST00194,SO0029,quote_sent,2026-02-09T09:15
ST00195,SO0029,approved,2026-02-10T02:15
ST00196,SO0029,in_repair,2026-02-10T12:15
ST00197,SO0029,quality_check,2026-02-11T14:15
ST00198,SO0029,ready_for_pickup,2026-02-11T18:15
ST00199,SO0029,delivered,2026-02-12T01:15
ST00200,SO0030,created,2026-02-04T14:45
ST00201,SO0030,diagnosis_started,2026-02-04T15:45
ST00202,SO0030,quote_sent,2026-02-04T21:45
ST00203,SO0030,quote_rejected,2026-02-06T03:45
ST00204,SO0031,created,2026-02-06T15:15
ST00205,SO0031,diagnosis_started,2026-02-06T22:15
ST00206,SO0031,quote_sent,2026-02-07T05:15
ST00207,SO0031,approved,2026-02-08T00:15
ST00208,SO0031,in_repair,2026-02-08T07:15
ST00209,SO0031,quality_check,2026-02-09T12:15
ST00210,SO0031,ready_for_pickup,2026-02-09T16:15
ST00211,SO0031,delivered,2026-02-10T01:15
ST00212,SO0032,created,2026-02-08T08:45
ST00213,SO0032,diagnosis_started,2026-02-08T11:45
ST00214,SO0032,quote_sent,2026-02-08T19:45
ST00215,SO0032,approved,2026-02-09T15:45
ST00216,SO0032,in_repair,2026-02-09T23:45
ST00217,SO0032,quality_check,2026-02-11T07:45
ST00218,SO0032,ready_for_pickup,2026-02-11T11:45
ST00219,SO0032,delivered,2026-02-11T17:45
ST00220,SO0033,created,2026-02-10T09:15
ST00221,SO0033,diagnosis_started,2026-02-10T18:15
ST00222,SO0033,quote_sent,2026-02-11T03:15
ST00223,SO0033,approved,2026-02-12T00:15
ST00224,SO0033,awaiting_part,2026-02-12T11:15
ST00225,SO0034,created,2026-02-12T10:45
ST00226,SO0034,diagnosis_started,2026-02-12T20:45
ST00227,SO0034,quote_sent,2026-02-13T06:45
ST00228,SO0034,approved,2026-02-14T04:45
ST00229,SO0034,in_repair,2026-02-14T14:45
ST00230,SO0034,quality_check,2026-02-15T20:45
ST00231,SO0034,ready_for_pickup,2026-02-16T00:45
ST00232,SO0034,delivered,2026-02-16T08:45
ST00233,SO0035,created,2026-02-14T11:15
ST00234,SO0035,diagnosis_started,2026-02-14T22:15
ST00235,SO0035,quote_sent,2026-02-15T09:15
ST00236,SO0035,approved,2026-02-16T08:15
ST00237,SO0035,in_repair,2026-02-16T14:15
ST00238,SO0036,created,2026-02-10T12:45
ST00239,SO0036,diagnosis_started,2026-02-10T13:45
ST00240,SO0036,quote_sent,2026-02-11T01:45
ST00241,SO0036,approved,2026-02-12T01:45
ST00242,SO0036,in_repair,2026-02-12T08:45
ST00243,SO0036,quality_check,2026-02-13T00:45
ST00244,SO0036,ready_for_pickup,2026-02-13T04:45
ST00245,SO0037,created,2026-02-12T13:15
ST00246,SO0037,diagnosis_started,2026-02-12T17:15
ST00247,SO0037,quote_sent,2026-02-13T06:15
ST00248,SO0037,approved,2026-02-14T07:15
ST00249,SO0037,in_repair,2026-02-14T15:15
ST00250,SO0037,quality_check,2026-02-16T03:15
ST00251,SO0037,ready_for_pickup,2026-02-16T07:15
ST00252,SO0037,delivered,2026-02-16T14:15
ST00253,SO0038,created,2026-02-14T14:45
ST00254,SO0038,diagnosis_started,2026-02-14T17:45
ST00255,SO0038,quote_sent,2026-02-15T07:45
ST00256,SO0038,approved,2026-02-16T09:45
ST00257,SO0038,in_repair,2026-02-16T18:45
ST00258,SO0038,quality_check,2026-02-18T05:45
ST00259,SO0038,ready_for_pickup,2026-02-18T09:45
ST00260,SO0038,delivered,2026-02-18T17:45
ST00261,SO0039,created,2026-02-16T15:15
ST00262,SO0039,diagnosis_started,2026-02-16T21:15
ST00263,SO0039,quote_sent,2026-02-17T12:15
ST00264,SO0039,cancelled,2026-02-18T15:15
ST00265,SO0040,created,2026-02-18T08:45
ST00266,SO0040,diagnosis_started,2026-02-18T16:45
ST00267,SO0040,quote_sent,2026-02-18T22:45
ST00268,SO0040,approved,2026-02-19T06:45
ST00269,SO0040,in_repair,2026-02-19T12:45
ST00270,SO0040,quality_check,2026-02-21T06:45
ST00271,SO0040,ready_for_pickup,2026-02-21T10:45
ST00272,SO0040,delivered,2026-02-21T16:45
ST00273,SO0041,created,2026-02-20T09:15
ST00274,SO0041,diagnosis_started,2026-02-20T17:15
ST00275,SO0041,quote_sent,2026-02-21T00:15
ST00276,SO0041,approved,2026-02-21T09:15
ST00277,SO0041,in_repair,2026-02-21T16:15
ST00278,SO0041,quality_check,2026-02-23T09:15
ST00279,SO0041,ready_for_pickup,2026-02-23T13:15
ST00280,SO0041,delivered,2026-02-23T20:15
ST00281,SO0042,created,2026-02-16T10:45
ST00282,SO0042,diagnosis_started,2026-02-16T19:45
ST00283,SO0042,quote_sent,2026-02-17T03:45
ST00284,SO0042,approved,2026-02-17T13:45
ST00285,SO0042,in_repair,2026-02-17T21:45
ST00286,SO0043,created,2026-02-18T11:15
ST00287,SO0043,diagnosis_started,2026-02-18T21:15
ST00288,SO0043,quote_sent,2026-02-19T06:15
ST00289,SO0043,approved,2026-02-19T17:15
ST00290,SO0043,in_repair,2026-02-20T02:15
ST00291,SO0043,quality_check,2026-02-21T17:15
ST00292,SO0043,ready_for_pickup,2026-02-21T21:15
ST00293,SO0043,delivered,2026-02-22T06:15
ST00294,SO0044,created,2026-02-20T12:45
ST00295,SO0044,diagnosis_started,2026-02-20T15:45
ST00296,SO0044,quote_sent,2026-02-21T01:45
ST00297,SO0044,approved,2026-02-21T13:45
ST00298,SO0044,awaiting_part,2026-02-21T23:45
ST00299,SO0045,created,2026-02-22T13:15
ST00300,SO0045,diagnosis_started,2026-02-23T02:15
ST00301,SO0045,quote_sent,2026-02-23T13:15
ST00302,SO0045,quote_rejected,2026-02-24T22:15
ST00303,SO0046,created,2026-02-24T14:45
ST00304,SO0046,diagnosis_started,2026-02-24T19:45
ST00305,SO0046,quote_sent,2026-02-25T07:45
ST00306,SO0046,approved,2026-02-25T21:45
ST00307,SO0046,in_repair,2026-02-26T04:45
ST00308,SO0046,quality_check,2026-02-28T01:45
ST00309,SO0046,ready_for_pickup,2026-02-28T05:45
ST00310,SO0046,delivered,2026-02-28T13:45
ST00311,SO0047,created,2026-02-26T15:15
ST00312,SO0047,diagnosis_started,2026-02-26T20:15
ST00313,SO0047,quote_sent,2026-02-27T09:15
ST00314,SO0047,approved,2026-02-28T00:15
ST00315,SO0047,in_repair,2026-02-28T08:15
ST00316,SO0047,quality_check,2026-03-02T04:15
ST00317,SO0047,ready_for_pickup,2026-03-02T08:15
ST00318,SO0047,delivered,2026-03-02T17:15
ST00319,SO0048,created,2026-02-22T08:45
ST00320,SO0048,diagnosis_started,2026-02-22T14:45
ST00321,SO0048,quote_sent,2026-02-23T04:45
ST00322,SO0048,approved,2026-02-23T20:45
ST00323,SO0048,in_repair,2026-02-24T05:45
ST00324,SO0048,quality_check,2026-02-26T04:45
ST00325,SO0048,ready_for_pickup,2026-02-26T08:45
ST00326,SO0048,delivered,2026-02-26T14:45
ST00327,SO0049,created,2026-02-24T09:15
ST00328,SO0049,diagnosis_started,2026-02-24T16:15
ST00329,SO0049,quote_sent,2026-02-25T07:15
ST00330,SO0049,approved,2026-02-26T00:15
ST00331,SO0049,in_repair,2026-02-26T10:15
ST00332,SO0050,created,2026-02-26T10:45
ST00333,SO0050,diagnosis_started,2026-02-26T13:45
ST00334,SO0050,quote_sent,2026-02-26T19:45
ST00335,SO0050,approved,2026-02-27T13:45
ST00336,SO0050,in_repair,2026-02-27T19:45
ST00337,SO0050,quality_check,2026-03-01T21:45
ST00338,SO0050,ready_for_pickup,2026-03-02T01:45
ST00339,SO0050,delivered,2026-03-02T09:45
ST00340,SO0051,created,2026-02-28T11:15
ST00341,SO0051,diagnosis_started,2026-02-28T20:15
ST00342,SO0051,quote_sent,2026-03-01T03:15
ST00343,SO0051,approved,2026-03-01T22:15
ST00344,SO0051,in_repair,2026-03-02T05:15
ST00345,SO0051,quality_check,2026-03-04T06:15
ST00346,SO0051,ready_for_pickup,2026-03-04T10:15
ST00347,SO0051,delivered,2026-03-04T19:15
ST00348,SO0052,created,2026-03-02T12:45
ST00349,SO0052,diagnosis_started,2026-03-02T17:45
ST00350,SO0052,quote_sent,2026-03-03T01:45
ST00351,SO0052,cancelled,2026-03-03T21:45
ST00352,SO0053,created,2026-03-04T13:15
ST00353,SO0053,diagnosis_started,2026-03-05T00:15
ST00354,SO0053,quote_sent,2026-03-05T09:15
ST00355,SO0053,approved,2026-03-06T06:15
ST00356,SO0053,in_repair,2026-03-06T15:15
ST00357,SO0053,quality_check,2026-03-08T18:15
ST00358,SO0053,ready_for_pickup,2026-03-08T22:15
ST00359,SO0053,delivered,2026-03-09T05:15
ST00360,SO0054,created,2026-02-28T14:45
ST00361,SO0054,diagnosis_started,2026-02-28T17:45
ST00362,SO0054,quote_sent,2026-03-01T03:45
ST00363,SO0054,approved,2026-03-02T01:45
ST00364,SO0054,in_repair,2026-03-02T11:45
ST00365,SO0054,quality_check,2026-03-03T03:45
ST00366,SO0054,ready_for_pickup,2026-03-03T07:45
ST00367,SO0055,created,2026-03-02T15:15
ST00368,SO0055,diagnosis_started,2026-03-03T06:15
ST00369,SO0055,quote_sent,2026-03-03T17:15
ST00370,SO0055,approved,2026-03-04T16:15
ST00371,SO0055,awaiting_part,2026-03-05T01:15
ST00372,SO0056,created,2026-03-04T08:45
ST00373,SO0056,diagnosis_started,2026-03-04T11:45
ST00374,SO0056,quote_sent,2026-03-04T23:45
ST00375,SO0056,approved,2026-03-05T23:45
ST00376,SO0056,in_repair,2026-03-06T06:45
ST00377,SO0057,created,2026-03-06T09:15
ST00378,SO0057,diagnosis_started,2026-03-06T15:15
ST00379,SO0057,quote_sent,2026-03-07T04:15
ST00380,SO0057,approved,2026-03-08T05:15
ST00381,SO0057,in_repair,2026-03-08T13:15
ST00382,SO0057,quality_check,2026-03-10T21:15
ST00383,SO0057,ready_for_pickup,2026-03-11T01:15
ST00384,SO0057,delivered,2026-03-11T08:15
ST00385,SO0058,created,2026-03-08T10:45
ST00386,SO0058,diagnosis_started,2026-03-08T15:45
ST00387,SO0058,quote_sent,2026-03-09T05:45
ST00388,SO0058,approved,2026-03-10T07:45
ST00389,SO0058,in_repair,2026-03-10T16:45
ST00390,SO0058,quality_check,2026-03-12T23:45
ST00391,SO0058,ready_for_pickup,2026-03-13T03:45
ST00392,SO0058,delivered,2026-03-13T11:45
ST00393,SO0059,created,2026-03-10T11:15
ST00394,SO0059,diagnosis_started,2026-03-10T19:15
ST00395,SO0059,quote_sent,2026-03-11T10:15
ST00396,SO0059,approved,2026-03-12T13:15
ST00397,SO0059,in_repair,2026-03-12T23:15
ST00398,SO0059,quality_check,2026-03-15T05:15
ST00399,SO0059,ready_for_pickup,2026-03-15T09:15
ST00400,SO0059,delivered,2026-03-15T18:15
ST00401,SO0060,created,2026-03-06T12:45
ST00402,SO0060,diagnosis_started,2026-03-06T21:45
ST00403,SO0060,quote_sent,2026-03-07T03:45
ST00404,SO0060,quote_rejected,2026-03-08T03:45
ST00405,SO0061,created,2026-03-08T13:15
ST00406,SO0061,diagnosis_started,2026-03-08T23:15
ST00407,SO0061,quote_sent,2026-03-09T06:15
ST00408,SO0061,approved,2026-03-09T15:15
ST00409,SO0061,in_repair,2026-03-09T22:15
ST00410,SO0061,quality_check,2026-03-12T11:15
ST00411,SO0061,ready_for_pickup,2026-03-12T15:15
ST00412,SO0061,delivered,2026-03-12T22:15
ST00413,SO0062,created,2026-03-10T14:45
ST00414,SO0062,diagnosis_started,2026-03-11T01:45
ST00415,SO0062,quote_sent,2026-03-11T09:45
ST00416,SO0062,approved,2026-03-11T19:45
ST00417,SO0062,in_repair,2026-03-12T03:45
ST00418,SO0062,quality_check,2026-03-14T15:45
ST00419,SO0062,ready_for_pickup,2026-03-14T19:45
ST00420,SO0062,delivered,2026-03-15T03:45
ST00421,SO0063,created,2026-03-12T15:15
ST00422,SO0063,diagnosis_started,2026-03-12T18:15
ST00423,SO0063,quote_sent,2026-03-13T03:15
ST00424,SO0063,approved,2026-03-13T14:15
ST00425,SO0063,in_repair,2026-03-13T23:15
ST00426,SO0063,quality_check,2026-03-15T00:15
ST00427,SO0063,ready_for_pickup,2026-03-15T04:15
ST00428,SO0064,created,2026-03-14T08:45
ST00429,SO0064,diagnosis_started,2026-03-14T13:45
ST00430,SO0064,quote_sent,2026-03-14T23:45
ST00431,SO0064,approved,2026-03-15T11:45
ST00432,SO0064,in_repair,2026-03-15T21:45
ST00433,SO0064,quality_check,2026-03-18T11:45
ST00434,SO0064,ready_for_pickup,2026-03-18T15:45
ST00435,SO0064,delivered,2026-03-18T21:45
ST00436,SO0065,created,2026-03-16T09:15
ST00437,SO0065,diagnosis_started,2026-03-16T18:15
ST00438,SO0065,quote_sent,2026-03-17T05:15
ST00439,SO0065,cancelled,2026-03-18T04:15
ST00440,SO0066,created,2026-03-12T10:45
ST00441,SO0066,diagnosis_started,2026-03-12T11:45
ST00442,SO0066,quote_sent,2026-03-12T23:45
ST00443,SO0066,approved,2026-03-13T13:45
ST00444,SO0066,awaiting_part,2026-03-13T21:45
ST00445,SO0067,created,2026-03-14T11:15
ST00446,SO0067,diagnosis_started,2026-03-14T18:15
ST00447,SO0067,quote_sent,2026-03-15T07:15
ST00448,SO0067,approved,2026-03-15T22:15
ST00449,SO0067,in_repair,2026-03-16T06:15
ST00450,SO0067,quality_check,2026-03-18T22:15
ST00451,SO0067,ready_for_pickup,2026-03-19T02:15
ST00452,SO0067,delivered,2026-03-19T11:15
ST00453,SO0068,created,2026-03-16T12:45
ST00454,SO0068,diagnosis_started,2026-03-16T20:45
ST00455,SO0068,quote_sent,2026-03-17T10:45
ST00456,SO0068,approved,2026-03-18T02:45
ST00457,SO0068,in_repair,2026-03-18T11:45
ST00458,SO0068,quality_check,2026-03-21T06:45
ST00459,SO0068,ready_for_pickup,2026-03-21T10:45
ST00460,SO0068,delivered,2026-03-21T16:45
ST00461,SO0069,created,2026-03-18T13:15
ST00462,SO0069,diagnosis_started,2026-03-18T22:15
ST00463,SO0069,quote_sent,2026-03-19T13:15
ST00464,SO0069,approved,2026-03-20T06:15
ST00465,SO0069,in_repair,2026-03-20T16:15
ST00466,SO0069,quality_check,2026-03-23T10:15
ST00467,SO0069,ready_for_pickup,2026-03-23T14:15
ST00468,SO0069,delivered,2026-03-23T21:15
ST00469,SO0070,created,2026-03-20T14:45
ST00470,SO0070,diagnosis_started,2026-03-20T19:45
ST00471,SO0070,quote_sent,2026-03-21T01:45
ST00472,SO0070,approved,2026-03-21T19:45
ST00473,SO0070,in_repair,2026-03-22T01:45
ST00474,SO0071,created,2026-03-22T15:15
ST00475,SO0071,diagnosis_started,2026-03-23T02:15
ST00476,SO0071,quote_sent,2026-03-23T09:15
ST00477,SO0071,approved,2026-03-24T04:15
ST00478,SO0071,in_repair,2026-03-24T11:15
ST00479,SO0071,quality_check,2026-03-27T08:15
ST00480,SO0071,ready_for_pickup,2026-03-27T12:15
ST00481,SO0071,delivered,2026-03-27T21:15
ST00482,SO0072,created,2026-03-18T08:45
ST00483,SO0072,diagnosis_started,2026-03-18T09:45
ST00484,SO0072,quote_sent,2026-03-18T17:45
ST00485,SO0072,approved,2026-03-19T13:45
ST00486,SO0072,in_repair,2026-03-19T21:45
ST00487,SO0072,quality_check,2026-03-20T13:45
ST00488,SO0072,ready_for_pickup,2026-03-20T17:45
